percentile,threshold,n_anomalies,anomaly_rate_pct
90,0.4980803560764762,430,52.567237163814184
91,0.49919872195590415,424,51.83374083129584
92,0.5011254038967199,408,49.877750611246945
93,0.5017695730789931,406,49.63325183374083
94,0.5034590293463921,384,46.9437652811736
95,0.5067127549440511,357,43.64303178484107
96,0.509579355341259,346,42.298288508557455
97,0.5188744313897451,305,37.286063569682156
98,0.5295607677193113,240,29.3398533007335
99,0.5399736334954103,177,21.638141809290953
